id,destination_id,place_category_id,name,description,reference_price,currency_id,cost_category_id,price_updated_at,is_active
44,3,2,Le Bernardin,3-Michelin-star seafood-focused fine dining by chef Eric Ripert,225,3,3,2026-09-13,True
45,3,1,Empire State Building (86th floor),Art Deco skyscraper and NYC icon with an open-air observation deck,49,3,4,2026-09-13,True
46,3,1,Top of the Rock Observation Deck,Rockefeller Center observation deck with unobstructed Central Park and skyline views,44,3,4,2026-09-13,True
47,3,1,Statue of Liberty & Ellis Island Ferry,"Ferry to Liberty and Ellis Islands, including the immigration museum",25.5,3,4,2026-09-13,True
48,3,3,Central Park,"843-acre park in the middle of Manhattan with lakes, walking paths and lawns",0,3,4,2026-09-13,True
49,3,3,Saks Fifth Avenue,Iconic 9-floor luxury department store across from Rockefeller Center,0,3,4,2026-09-13,True
50,3,3,MUJI Fifth Avenue,Japanese lifestyle and homeware store in Midtown Manhattan,0,3,4,2026-09-13,True
51,3,3,SUMMIT One Vanderbilt,Immersive glass-and-mirror observation experience with an outdoor glass-floor elevator,44,3,4,2026-09-13,True
52,3,3,Brooklyn Bridge Walk,Iconic 1.1-mile pedestrian walk across the East River with skyline views,0,3,4,2026-09-13,True
53,3,3,Times Square,"Iconic, neon-lit plaza in the Theater District, hub of Broadway and street life",0,3,4,2026-09-13,True
54,3,3,Broadway Show (standard ticket),A live Broadway musical or play in the Theater District,150,3,4,2026-09-13,True
55,3,5,Airport Transfer – JFK to Manhattan,Official yellow taxi flat rate from JFK Airport to any Manhattan destination,70,3,2,2026-09-13,True
56,3,5,Subway/Bus Single Ride (OMNY),"Single ride on the NYC subway or local bus, tap-to-pay OMNY fare",3,3,2,2026-09-13,True
57,3,5,Weekly Fare Cap (OMNY),Unlimited subway/local bus rides after $35 is reached in a rolling 7-day period,35,3,2,2026-09-13,True
